Wavelength(nm),Irradiance_Mar_25-29
2114.55,0.098633
2114.65,0.098615
2114.75,0.098598
2114.85,0.09858
2114.95,0.098563
2115.05,0.098545
2115.15,0.098529
2115.25,0.098511
2115.35,0.098494
2115.45,0.098476
2115.55,0.098459
2115.65,0.098441
2115.75,0.098425
2115.85,0.098407
2115.95,0.09839
2116.05,0.098372
2116.15,0.098355
2116.25,0.098337
2116.35,0.09832
2116.45,0.098303
2116.55,0.098286
2116.65,0.098268
2116.75,0.09825
2116.85,0.098233
2116.95,0.098215
2117.05,0.098199
2117.15,0.098181
2117.25,0.098164
2117.35,0.098146
2117.45,0.098129
2117.55,0.098111
2117.65,0.098095
2117.75,0.098077
2117.85,0.09806
2117.95,0.098042
2118.05,0.098025
2118.15,0.098007
2118.25,0.097991
2118.35,0.097973
2118.45,0.097956
2118.55,0.097938
2118.65,0.097921
2118.75,0.097903
2118.85,0.097886
2118.95,0.097869
2119.05,0.097852
2119.15,0.097834
2119.25,0.097817
2119.35,0.097799
2119.45,0.097782
2119.55,0.097765
2119.65,0.097748
2119.75,0.09773
2119.85,0.097713
2119.95,0.097695
2120.05,0.097678
2120.15,0.097661
2120.25,0.097644
2120.35,0.097626
2120.45,0.097609
2120.55,0.097591
2120.65,0.097574
2120.75,0.097557
2120.85,0.097539
2120.95,0.097522
2121.05,0.097504
2121.15,0.097486
2121.25,0.097468
2121.35,0.09745
2121.45,0.097434
2121.55,0.097416
2121.65,0.097398
2121.75,0.09738
2121.85,0.097362
2121.95,0.097345
2122.05,0.097328
2122.15,0.09731
2122.25,0.097292
2122.35,0.097274
2122.45,0.097256
2122.55,0.097239
2122.65,0.097222
2122.75,0.097204
2122.85,0.097186
2122.95,0.097168
2123.05,0.097151
2123.15,0.097133
2123.25,0.097116
2123.35,0.097098
2123.45,0.09708
2123.55,0.097062
2123.65,0.097045
2123.75,0.097027
2123.85,0.09701
2123.95,0.096992
2124.05,0.096974
2124.15,0.096956
2124.25,0.096939
2124.35,0.096921
2124.45,0.096904
2124.55,0.096886
2124.65,0.096868
2124.75,0.09685
2124.85,0.096833
2124.95,0.096815
2125.05,0.096797
2125.15,0.09678
2125.25,0.096762
2125.35,0.096744
2125.45,0.096727
2125.55,0.096709
2125.65,0.096691
2125.75,0.096674
2125.85,0.096656
2125.95,0.096638
2126.05,0.096621
2126.15,0.096603
2126.25,0.096585
2126.35,0.096568
2126.45,0.09655
2126.55,0.096532
2126.65,0.096515
2126.75,0.096497
2126.85,0.096479
2126.95,0.096462
2127.05,0.096444
2127.15,0.096426
2127.25,0.096409
2127.35,0.096391
2127.45,0.096373
2127.55,0.096356
2127.65,0.096338
2127.75,0.096321
2127.85,0.096303
2127.95,0.096285
2128.05,0.096267
2128.15,0.09625
2128.25,0.096232
2128.35,0.096215
2128.45,0.096197
2128.55,0.096179
2128.65,0.096161
2128.75,0.096144
2128.85,0.096126
2128.95,0.096109
2129.05,0.096091
2129.15,0.096073
2129.25,0.096055
2129.35,0.096037
2129.45,0.096021
2129.55,0.096003
2129.65,0.095985
2129.75,0.095967
2129.85,0.095949
2129.95,0.095931
2130.05,0.095915
2130.15,0.095897
2130.25,0.095879
2130.35,0.095861
2130.45,0.095843
2130.55,0.095826
2130.65,0.095809
2130.75,0.095791
2130.85,0.095773
2130.95,0.095755
2131.05,0.095738
2131.15,0.09572
2131.25,0.095703
2131.35,0.095685
2131.45,0.095667
2131.55,0.09565
2131.65,0.095632
2131.75,0.095614
2131.85,0.095597
2131.95,0.095579
2132.05,0.095562
2132.15,0.095544
2132.25,0.095526
2132.35,0.095508
2132.45,0.095492
2132.55,0.095474
2132.65,0.095456
2132.75,0.095438
2132.85,0.09542
2132.95,0.095403
2133.05,0.095386
2133.15,0.095368
2133.25,0.09535
2133.35,0.095332
2133.45,0.095314
2133.55,0.095296
2133.65,0.095278
2133.75,0.095261
2133.85,0.095243
2133.95,0.095225
2134.05,0.095207
2134.15,0.095189
2134.25,0.095171
2134.35,0.095154
2134.45,0.095136
2134.55,0.095118
2134.65,0.0951
2134.75,0.095082
2134.85,0.095064
2134.95,0.095047
2135.05,0.095029
2135.15,0.095011
2135.25,0.094993
2135.35,0.094975
2135.45,0.094957
2135.55,0.094941
2135.65,0.094923
2135.75,0.094905
2135.85,0.094887
2135.95,0.094869
2136.05,0.094851
2136.15,0.094834
2136.25,0.094816
2136.35,0.094798
2136.45,0.09478
2136.55,0.094762
2136.65,0.094744
2136.75,0.094727
2136.85,0.094709
2136.95,0.094692
2137.05,0.094674
2137.15,0.094656
2137.25,0.094638
2137.35,0.094621
2137.45,0.094603
2137.55,0.094585
2137.65,0.094567
2137.75,0.09455
2137.85,0.094532
2137.95,0.094515
2138.05,0.094497
2138.15,0.094479
2138.25,0.094461
2138.35,0.094444
2138.45,0.094426
2138.55,0.094408
2138.65,0.094391
2138.75,0.094373
2138.85,0.094356
2138.95,0.094338
2139.05,0.09432
2139.15,0.094302
2139.25,0.094286
2139.35,0.094268
2139.45,0.09425
2139.55,0.094232
2139.65,0.094215
2139.75,0.094197
2139.85,0.09418
2139.95,0.094163
2140.05,0.094145
2140.15,0.094127
2140.25,0.094109
2140.35,0.094092
2140.45,0.094075
2140.55,0.094057
2140.65,0.09404
2140.75,0.094022
2140.85,0.094005
2140.95,0.093987
2141.05,0.09397
2141.15,0.093953
2141.25,0.093935
2141.35,0.093918
2141.45,0.0939
2141.55,0.093882
2141.65,0.093865
2141.75,0.093848
2141.85,0.093831
2141.95,0.093813
2142.05,0.093796
2142.15,0.093778
2142.25,0.093761
2142.35,0.093744
2142.45,0.093727
2142.55,0.093709
2142.65,0.093692
2142.75,0.093674
2142.85,0.093657
2142.95,0.09364
2143.05,0.093623
2143.15,0.093606
2143.25,0.093588
2143.35,0.093571
2143.45,0.093553
2143.55,0.093537
2143.65,0.09352
2143.75,0.093502
2143.85,0.093485
2143.95,0.093468
2144.05,0.09345
2144.15,0.093433
2144.25,0.093417
2144.35,0.0934
2144.45,0.093382
2144.55,0.093365
2144.65,0.093348
2144.75,0.093331
2144.85,0.093314
2144.95,0.093297
2145.05,0.09328
2145.15,0.093263
2145.25,0.093246
2145.35,0.093228
2145.45,0.093212
2145.55,0.093195
2145.65,0.093178
2145.75,0.093161
2145.85,0.093144
2145.95,0.093127
2146.05,0.09311
2146.15,0.093094
2146.25,0.093077
2146.35,0.09306
2146.45,0.093043
2146.55,0.093026
2146.65,0.093009
2146.75,0.092993
2146.85,0.092976
2146.95,0.092959
2147.05,0.092942
2147.15,0.092925
2147.25,0.092908
2147.35,0.092891
2147.45,0.092875
2147.55,0.092858
2147.65,0.092842
2147.75,0.092825
2147.85,0.092808
2147.95,0.092791
2148.05,0.092775
2148.15,0.092759
2148.25,0.092742
2148.35,0.092725
2148.45,0.092708
2148.55,0.092692
2148.65,0.092675
2148.75,0.092659
2148.85,0.092642
2148.95,0.092626
2149.05,0.092609
2149.15,0.092593
2149.25,0.092576
2149.35,0.09256
2149.45,0.092544
2149.55,0.092527
2149.65,0.092511
2149.75,0.092494
2149.85,0.092477
2149.95,0.092461
2150.05,0.092445
2150.15,0.092429
2150.25,0.092412
2150.35,0.092396
2150.45,0.09238
2150.55,0.092363
2150.65,0.092347
2150.75,0.092331
2150.85,0.092315
2150.95,0.092299
2151.05,0.092282
2151.15,0.092266
2151.25,0.09225
2151.35,0.092234
2151.45,0.092218
2151.55,0.092202
2151.65,0.092185
2151.75,0.092169
2151.85,0.092153
2151.95,0.092137
2152.05,0.092122
2152.15,0.092105
2152.25,0.092089
2152.35,0.092073
2152.45,0.092057
2152.55,0.092041
2152.65,0.092025
2152.75,0.09201
2152.85,0.091994
2152.95,0.091977
2153.05,0.091961
2153.15,0.091945
2153.25,0.091929
2153.35,0.091913
2153.45,0.091898
2153.55,0.091883
2153.65,0.091867
2153.75,0.091851
2153.85,0.091835
2153.95,0.091819
2154.05,0.091803
2154.15,0.091788
2154.25,0.091772
2154.35,0.091756
2154.45,0.091741
2154.55,0.091725
2154.65,0.091709
2154.75,0.091694
2154.85,0.091679
2154.95,0.091663
2155.05,0.091647
2155.15,0.091631
2155.25,0.091616
2155.35,0.0916
2155.45,0.091585
2155.55,0.09157
2155.65,0.091554
2155.75,0.091539
2155.85,0.091523
2155.95,0.091508
2156.05,0.091492
2156.15,0.091477
2156.25,0.091462
2156.35,0.091447
2156.45,0.091431
2156.55,0.091416
2156.65,0.0914
2156.75,0.091385
2156.85,0.091369
2156.95,0.091355
2157.05,0.09134
2157.15,0.091324
2157.25,0.091309
2157.35,0.091294
2157.45,0.091278
2157.55,0.091263
2157.65,0.091249
2157.75,0.091234
2157.85,0.091218
2157.95,0.091203
2158.05,0.091188
2158.15,0.091173
2158.25,0.091158
2158.35,0.091144
2158.45,0.091129
2158.55,0.091114
2158.65,0.0911
2158.75,0.091085
2158.85,0.09107
2158.95,0.091055
2159.05,0.091041
2159.15,0.091026
2159.25,0.091012
2159.35,0.090997
2159.45,0.090982
2159.55,0.090967
2159.65,0.090953
2159.75,0.090938
2159.85,0.090924
2159.95,0.090909
2160.05,0.090895
2160.15,0.09088
2160.25,0.090866
2160.35,0.090851
2160.45,0.090836
2160.55,0.090823
2160.65,0.090808
2160.75,0.090794
2160.85,0.090779
2160.95,0.090765
2161.05,0.09075
2161.15,0.090736
2161.25,0.090721
2161.35,0.090708
2161.45,0.090693
2161.55,0.090679
2161.65,0.090665
2161.75,0.09065
2161.85,0.090636
2161.95,0.090622
2162.05,0.090608
2162.15,0.090594
2162.25,0.09058
2162.35,0.090565
2162.45,0.090551
2162.55,0.090537
2162.65,0.090523
2162.75,0.090509
2162.85,0.090495
2162.95,0.090481
2163.05,0.090467
2163.15,0.090453
2163.25,0.090439
2163.35,0.090425
2163.45,0.090411
2163.55,0.090397
2163.65,0.090384
2163.75,0.090369
2163.85,0.090355
2163.95,0.090341
2164.05,0.090327
2164.15,0.090313
2164.25,0.090299
2164.35,0.090286
2164.45,0.090273
2164.55,0.090259
2164.65,0.090245
2164.75,0.090231
2164.85,0.090217
2164.95,0.090203
2165.05,0.090189
2165.15,0.090175
2165.25,0.090163
2165.35,0.090149
2165.45,0.090135
2165.55,0.090121
2165.65,0.090108
2165.75,0.090094
2165.85,0.09008
2165.95,0.090066
2166.05,0.090054
2166.15,0.09004
2166.25,0.090026
2166.35,0.090013
2166.45,0.089999
2166.55,0.089985
2166.65,0.089972
2166.75,0.089958
2166.85,0.089946
2166.95,0.089932
2167.05,0.089918
2167.15,0.089905
2167.25,0.089891
2167.35,0.089878
2167.45,0.089864
2167.55,0.089851
2167.65,0.089838
2167.75,0.089825
2167.85,0.089811
2167.95,0.089798
2168.05,0.089785
2168.15,0.089771
2168.25,0.089758
2168.35,0.089744
2168.45,0.089732
2168.55,0.089719
2168.65,0.089705
2168.75,0.089692
2168.85,0.089679
2168.95,0.089665
2169.05,0.089652
2169.15,0.089639
2169.25,0.089626
2169.35,0.089613
2169.45,0.0896
2169.55,0.089587
2169.65,0.089573
2169.75,0.08956
2169.85,0.089547
2169.95,0.089534
2170.05,0.089522
2170.15,0.089509
2170.25,0.089495
2170.35,0.089482
2170.45,0.089469
2170.55,0.089456
2170.65,0.089443
2170.75,0.08943
2170.85,0.089417
2170.95,0.089405
2171.05,0.089392
2171.15,0.089379
2171.25,0.089366
2171.35,0.089353
2171.45,0.08934
2171.55,0.089327
2171.65,0.089314
2171.75,0.089302
2171.85,0.089289
2171.95,0.089276
2172.05,0.089263
2172.15,0.08925
2172.25,0.089237
2172.35,0.089224
2172.45,0.089211
2172.55,0.089198
2172.65,0.089186
2172.75,0.089173
2172.85,0.089161
2172.95,0.089148
2173.05,0.089135
2173.15,0.089122
2173.25,0.089109
2173.35,0.089096
2173.45,0.089085
2173.55,0.089072
2173.65,0.089059
2173.75,0.089046
2173.85,0.089033
2173.95,0.089021
2174.05,0.089008
2174.15,0.088995
2174.25,0.088982
2174.35,0.088971
2174.45,0.088958
2174.55,0.088945
2174.65,0.088933
2174.75,0.08892
2174.85,0.088907
2174.95,0.088895
2175.05,0.088882
2175.15,0.08887
2175.25,0.088858
2175.35,0.088845
2175.45,0.088832
2175.55,0.08882
2175.65,0.088807
2175.75,0.088795
2175.85,0.088782
2175.95,0.088769
2176.05,0.088758
2176.15,0.088745
2176.25,0.088733
2176.35,0.08872
2176.45,0.088708
2176.55,0.088695
2176.65,0.088682
2176.75,0.08867
2176.85,0.088657
2176.95,0.088646
2177.05,0.088633
2177.15,0.088621
2177.25,0.088608
2177.35,0.088596
2177.45,0.088583
2177.55,0.088571
2177.65,0.088558
2177.75,0.088546
2177.85,0.088534
2177.95,0.088522
2178.05,0.08851
2178.15,0.088497
2178.25,0.088485
2178.35,0.088472
2178.45,0.08846
2178.55,0.088447
2178.65,0.088436
2178.75,0.088424
2178.85,0.088411
2178.95,0.088399
2179.05,0.088386
2179.15,0.088374
2179.25,0.088362
2179.35,0.088349
2179.45,0.088337
2179.55,0.088326
2179.65,0.088313
2179.75,0.088301
2179.85,0.088288
2179.95,0.088276
2180.05,0.088264
2180.15,0.088251
2180.25,0.088239
2180.35,0.088227
2180.45,0.088215
2180.55,0.088203
2180.65,0.088191
2180.75,0.088178
2180.85,0.088166
2180.95,0.088154
2181.05,0.088142
2181.15,0.088129
2181.25,0.088117
2181.35,0.088106
2181.45,0.088093
2181.55,0.088081
2181.65,0.088069
2181.75,0.088056
2181.85,0.088044
2181.95,0.088032
2182.05,0.08802
2182.15,0.088007
2182.25,0.087996
2182.35,0.087984
2182.45,0.087971
2182.55,0.087959
2182.65,0.087946
2182.75,0.087934
2182.85,0.087921
2182.95,0.087909
2183.05,0.087897
2183.15,0.087885
2183.25,0.087873
2183.35,0.08786
2183.45,0.087848
2183.55,0.087835
2183.65,0.087823
2183.75,0.08781
2183.85,0.087798
2183.95,0.087786
2184.05,0.087774
2184.15,0.087762
2184.25,0.087749
2184.35,0.087737
2184.45,0.087724
2184.55,0.087712
2184.65,0.0877
2184.75,0.087687
2184.85,0.087676
2184.95,0.087663
2185.05,0.087651
2185.15,0.087638
2185.25,0.087626
2185.35,0.087614
2185.45,0.087601
2185.55,0.087589
2185.65,0.087576
2185.75,0.087565
2185.85,0.087553
2185.95,0.08754
2186.05,0.087528
2186.15,0.087515
2186.25,0.087503
2186.35,0.08749
2186.45,0.087478
2186.55,0.087466
2186.65,0.087454
2186.75,0.087442
2186.85,0.087429
2186.95,0.087417
2187.05,0.087405
2187.15,0.087392
2187.25,0.08738
2187.35,0.087368
2187.45,0.087355
2187.55,0.087344
2187.65,0.087331
2187.75,0.087319
2187.85,0.087307
2187.95,0.087294
2188.05,0.087282
2188.15,0.087269
2188.25,0.087257
2188.35,0.087245
2188.45,0.087233
2188.55,0.087221
2188.65,0.087208
2188.75,0.087196
2188.85,0.087184
2188.95,0.087171
2189.05,0.087159
2189.15,0.087147
2189.25,0.087134
2189.35,0.087123
2189.45,0.08711
2189.55,0.087098
2189.65,0.087086
2189.75,0.087073
2189.85,0.087061
2189.95,0.087048
2190.05,0.087036
2190.15,0.087025
2190.25,0.087012
2190.35,0.087
2190.45,0.086988
2190.55,0.086975
2190.65,0.086963
2190.75,0.08695
2190.85,0.086938
2190.95,0.086926
2191.05,0.086914
2191.15,0.086902
2191.25,0.086889
2191.35,0.086877
2191.45,0.086865
2191.55,0.086852
2191.65,0.08684
2191.75,0.086827
2191.85,0.086815
2191.95,0.086804
2192.05,0.086791
2192.15,0.086779
2192.25,0.086767
2192.35,0.086754
2192.45,0.086742
2192.55,0.086729
2192.65,0.086717
2192.75,0.086705
2192.85,0.086693
2192.95,0.086681
2193.05,0.086668
2193.15,0.086656
2193.25,0.086644
2193.35,0.086631
2193.45,0.086619
2193.55,0.086606
2193.65,0.086594
2193.75,0.086582
2193.85,0.08657
2193.95,0.086558
2194.05,0.086545
2194.15,0.086533
2194.25,0.08652
2194.35,0.086508
2194.45,0.086496
2194.55,0.086483
2194.65,0.086471
2194.75,0.086459
2194.85,0.086446
2194.95,0.086434
2195.05,0.086421
2195.15,0.086409
2195.25,0.086396
2195.35,0.086384
2195.45,0.086372
2195.55,0.086359
2195.65,0.086347
2195.75,0.086334
2195.85,0.086322
2195.95,0.086309
2196.05,0.086297
2196.15,0.086284
2196.25,0.086271
2196.35,0.08626
2196.45,0.086247
2196.55,0.086235
2196.65,0.086222
2196.75,0.086209
2196.85,0.086197
2196.95,0.086184
2197.05,0.086172
2197.15,0.086159
2197.25,0.086147
2197.35,0.086135
2197.45,0.086122
2197.55,0.08611
2197.65,0.086097
2197.75,0.086084
2197.85,0.086072
2197.95,0.086059
2198.05,0.086048
2198.15,0.086035
2198.25,0.086022
2198.35,0.08601
2198.45,0.085997
2198.55,0.085985
2198.65,0.085972
2198.75,0.085959
2198.85,0.085947
2198.95,0.085935
2199.05,0.085922
2199.15,0.08591
2199.25,0.085897
2199.35,0.085884
2199.45,0.085872
2199.55,0.085859
2199.65,0.085847
2199.75,0.085834
2199.85,0.085822
2199.95,0.08581
2200.05,0.085797
2200.15,0.085784
2200.25,0.085772
2200.35,0.085759
2200.45,0.085746
2200.55,0.085734
2200.65,0.085722
2200.75,0.085709
2200.85,0.085697
2200.95,0.085684
2201.05,0.085671
2201.15,0.085659
2201.25,0.085646
2201.35,0.085633
2201.45,0.085621
2201.55,0.085609
2201.65,0.085596
2201.75,0.085584
2201.85,0.085571
2201.95,0.085558
2202.05,0.085545
2202.15,0.085533
2202.25,0.08552
2202.35,0.085507
2202.45,0.085496
2202.55,0.085483
2202.65,0.08547
2202.75,0.085457
2202.85,0.085445
2202.95,0.085432
2203.05,0.085419
2203.15,0.085407
2203.25,0.085395
2203.35,0.085382
2203.45,0.085369
2203.55,0.085357
2203.65,0.085344
2203.75,0.085331
2203.85,0.085319
2203.95,0.085306
2204.05,0.085293
2204.15,0.085281
2204.25,0.085269
2204.35,0.085256
2204.45,0.085243
2204.55,0.08523
2204.65,0.085218
2204.75,0.085205
2204.85,0.085192
2204.95,0.085179
2205.05,0.085167
2205.15,0.085155
2205.25,0.085142
2205.35,0.085129
2205.45,0.085116
2205.55,0.085104
2205.65,0.085091
2205.75,0.085078
2205.85,0.085066
2205.95,0.085053
2206.05,0.085041
2206.15,0.085028
2206.25,0.085015
2206.35,0.085002
2206.45,0.08499
2206.55,0.084977
2206.65,0.084964
2206.75,0.084952
2206.85,0.084939
2206.95,0.084926
2207.05,0.084913
2207.15,0.0849
2207.25,0.084888
2207.35,0.084875
2207.45,0.084862
2207.55,0.08485
2207.65,0.084837
2207.75,0.084824
2207.85,0.084811
2207.95,0.084798
2208.05,0.084786
2208.15,0.084773
2208.25,0.08476
2208.35,0.084747
2208.45,0.084735
2208.55,0.084722
2208.65,0.084709
2208.75,0.084696
2208.85,0.084683
2208.95,0.08467
2209.05,0.084657
2209.15,0.084645
2209.25,0.084633
2209.35,0.08462
2209.45,0.084607
2209.55,0.084594
2209.65,0.084581
2209.75,0.084568
2209.85,0.084555
2209.95,0.084542
2210.05,0.084529
2210.15,0.084517
2210.25,0.084504
2210.35,0.084491
2210.45,0.084478
2210.55,0.084465
2210.65,0.084452
2210.75,0.084439
2210.85,0.084426
2210.95,0.084414
2211.05,0.084401
2211.15,0.084388
2211.25,0.084375
2211.35,0.084362
2211.45,0.084349
2211.55,0.084336
2211.65,0.084323
2211.75,0.084311
2211.85,0.084298
2211.95,0.084285
2212.05,0.084272
2212.15,0.084259
2212.25,0.084246
2212.35,0.084233
2212.45,0.08422
2212.55,0.084207
2212.65,0.084195
2212.75,0.084182
2212.85,0.084169
2212.95,0.084156
2213.05,0.084143
2213.15,0.08413
2213.25,0.084117
2213.35,0.084104
2213.45,0.084092
2213.55,0.084079
2213.65,0.084065
2213.75,0.084052
2213.85,0.084039
2213.95,0.084026
2214.05,0.084013
2214.15,0.084
2214.25,0.083987
2214.35,0.083975
2214.45,0.083962
2214.55,0.083949
2214.65,0.083935
2214.75,0.083922
2214.85,0.083909
2214.95,0.083896
2215.05,0.083883
2215.15,0.083871
2215.25,0.083858
2215.35,0.083845
2215.45,0.083831
2215.55,0.083818
2215.65,0.083805
2215.75,0.083792
2215.85,0.083779
2215.95,0.083767
2216.05,0.083753
2216.15,0.08374
2216.25,0.083727
2216.35,0.083714
2216.45,0.083701
2216.55,0.083688
2216.65,0.083674
2216.75,0.083661
2216.85,0.083649
2216.95,0.083636
2217.05,0.083622
2217.15,0.083609
2217.25,0.083596
2217.35,0.083583
2217.45,0.08357
2217.55,0.083556
2217.65,0.083544
2217.75,0.083531
2217.85,0.083518
2217.95,0.083504
2218.05,0.083491
2218.15,0.083478
2218.25,0.083465
2218.35,0.083451
2218.45,0.083439
2218.55,0.083426
2218.65,0.083412
2218.75,0.083399
2218.85,0.083385
2218.95,0.083372
2219.05,0.083359
2219.15,0.083345
2219.25,0.083333
2219.35,0.083319
2219.45,0.083306
2219.55,0.083293
2219.65,0.083279
2219.75,0.083266
2219.85,0.083252
2219.95,0.083239
2220.05,0.083225
2220.15,0.083213
2220.25,0.083199
2220.35,0.083186
2220.45,0.083172
2220.55,0.083159
2220.65,0.083145
2220.75,0.083132
2220.85,0.083118
2220.95,0.083106
2221.05,0.083092
2221.15,0.083079
2221.25,0.083065
2221.35,0.083052
2221.45,0.083038
2221.55,0.083025
2221.65,0.083011
2221.75,0.082999
2221.85,0.082985
2221.95,0.082972
2222.05,0.082958
2222.15,0.082945
2222.25,0.082931
2222.35,0.082917
2222.45,0.082904
2222.55,0.082891
2222.65,0.082878
2222.75,0.082864
2222.85,0.082851
2222.95,0.082837
2223.05,0.082823
2223.15,0.08281
2223.25,0.082796
2223.35,0.082784
2223.45,0.08277
2223.55,0.082756
2223.65,0.082743
2223.75,0.082729
2223.85,0.082715
2223.95,0.082702
2224.05,0.082688
2224.15,0.082675
2224.25,0.082662
2224.35,0.082648
2224.45,0.082635
2224.55,0.082621
2224.65,0.082607
2224.75,0.082594
2224.85,0.08258
2224.95,0.082567
2225.05,0.082553
2225.15,0.08254
2225.25,0.082526
2225.35,0.082512
2225.45,0.082499
2225.55,0.082485
2225.65,0.082471
2225.75,0.082459
2225.85,0.082445
2225.95,0.082431
2226.05,0.082417
2226.15,0.082404
2226.25,0.08239
2226.35,0.082376
2226.45,0.082362
2226.55,0.08235
2226.65,0.082336
2226.75,0.082322
2226.85,0.082308
2226.95,0.082295
2227.05,0.082281
2227.15,0.082267
2227.25,0.082253
2227.35,0.082241
2227.45,0.082227
2227.55,0.082213
2227.65,0.082199
2227.75,0.082185
2227.85,0.082172
2227.95,0.082158
2228.05,0.082144
2228.15,0.082131
2228.25,0.082117
2228.35,0.082103
2228.45,0.08209
2228.55,0.082076
2228.65,0.082062
2228.75,0.082048
2228.85,0.082034
2228.95,0.082021
2229.05,0.082007
2229.15,0.081994
2229.25,0.08198
2229.35,0.081966
2229.45,0.081952
2229.55,0.081938
2229.65,0.081924
2229.75,0.081911
2229.85,0.081897
2229.95,0.081884
2230.05,0.08187
2230.15,0.081856
2230.25,0.081842
2230.35,0.081828
2230.45,0.081814
2230.55,0.081801
2230.65,0.081787
2230.75,0.081773
2230.85,0.081758
2230.95,0.081744
2231.05,0.08173
2231.15,0.081716
2231.25,0.081703
2231.35,0.081689
2231.45,0.081675
2231.55,0.081661
2231.65,0.081646
2231.75,0.081632
2231.85,0.081618
2231.95,0.081604
2232.05,0.081591
2232.15,0.081577
2232.25,0.081563
2232.35,0.081548
2232.45,0.081534
2232.55,0.08152
2232.65,0.081506
2232.75,0.081492
2232.85,0.081478
2232.95,0.081464
2233.05,0.08145
2233.15,0.081436
2233.25,0.081422
2233.35,0.081408
2233.45,0.081393
2233.55,0.081379
2233.65,0.081366
2233.75,0.081352
2233.85,0.081337
2233.95,0.081323
2234.05,0.081309
2234.15,0.081295
2234.25,0.081281
2234.35,0.081267
2234.45,0.081253
2234.55,0.081239
2234.65,0.081225
2234.75,0.08121
2234.85,0.081196
2234.95,0.081182
2235.05,0.081168
2235.15,0.081154
2235.25,0.08114
2235.35,0.081126
2235.45,0.081112
2235.55,0.081097
2235.65,0.081083
2235.75,0.081069
2235.85,0.081055
2235.95,0.081041
2236.05,0.081027
2236.15,0.081013
2236.25,0.080998
2236.35,0.080984
2236.45,0.08097
2236.55,0.080956
2236.65,0.080942
2236.75,0.080928
2236.85,0.080914
2236.95,0.080899
2237.05,0.080885
2237.15,0.080871
2237.25,0.080856
2237.35,0.080842
2237.45,0.080829
2237.55,0.080815
2237.65,0.0808
2237.75,0.080786
2237.85,0.080772
2237.95,0.080757
2238.05,0.080743
2238.15,0.080729
2238.25,0.080715
2238.35,0.080701
2238.45,0.080687
2238.55,0.080672
2238.65,0.080658
2238.75,0.080644
2238.85,0.080629
2238.95,0.080616
2239.05,0.080602
2239.15,0.080587
2239.25,0.080573
2239.35,0.080559
2239.45,0.080544
2239.55,0.08053
2239.65,0.080516
2239.75,0.080502
2239.85,0.080488
2239.95,0.080474
2240.05,0.080459
2240.15,0.080445
2240.25,0.080431
2240.35,0.080416
2240.45,0.080402
2240.55,0.080389
2240.65,0.080374
2240.75,0.08036
2240.85,0.080346
2240.95,0.080331
2241.05,0.080317
2241.15,0.080303
2241.25,0.080289
2241.35,0.080275
2241.45,0.080261
2241.55,0.080246
2241.65,0.080232
2241.75,0.080217
2241.85,0.080203
2241.95,0.080189
2242.05,0.080175
2242.15,0.080161
2242.25,0.080147
2242.35,0.080132
2242.45,0.080118
2242.55,0.080103
2242.65,0.080089
2242.75,0.080076
2242.85,0.080061
2242.95,0.080047
2243.05,0.080032
2243.15,0.080018
2243.25,0.080003
2243.35,0.079989
2243.45,0.079975
2243.55,0.079961
2243.65,0.079947
2243.75,0.079932
2243.85,0.079918
2243.95,0.079903
2244.05,0.079889
2244.15,0.079875
2244.25,0.07986
2244.35,0.079847
2244.45,0.079832
2244.55,0.079818
2244.65,0.079803
2244.75,0.079789
2244.85,0.079775
2244.95,0.07976
2245.05,0.079747
2245.15,0.079732
2245.25,0.079718
2245.35,0.079704
2245.45,0.079689
2245.55,0.079675
2245.65,0.07966
2245.75,0.079646
2245.85,0.079632
2245.95,0.079618
2246.05,0.079604
2246.15,0.079589
2246.25,0.079575
2246.35,0.07956
2246.45,0.079546
2246.55,0.079533
2246.65,0.079518
2246.75,0.079504
2246.85,0.07949
2246.95,0.079475
2247.05,0.079461
2247.15,0.079446
2247.25,0.079432
2247.35,0.079419
2247.45,0.079404
2247.55,0.07939
2247.65,0.079376
2247.75,0.079361
2247.85,0.079347
2247.95,0.079332
2248.05,0.079318
2248.15,0.079305
2248.25,0.07929
2248.35,0.079276
2248.45,0.079262
2248.55,0.079247
2248.65,0.079233
2248.75,0.079219
2248.85,0.079205
2248.95,0.079191
2249.05,0.079177
2249.15,0.079162
2249.25,0.079148
2249.35,0.079134
2249.45,0.079119
2249.55,0.079105
2249.65,0.079092
2249.75,0.079077
2249.85,0.079063
2249.95,0.079049
2250.05,0.079034
2250.15,0.07902
2250.25,0.079006
2250.35,0.078992
2250.45,0.078978
2250.55,0.078964
2250.65,0.07895
2250.75,0.078935
2250.85,0.078921
2250.95,0.078907
2251.05,0.078893
2251.15,0.078879
2251.25,0.078865
2251.35,0.078851
2251.45,0.078837
2251.55,0.078822
2251.65,0.078808
2251.75,0.078794
2251.85,0.07878
2251.95,0.078766
2252.05,0.078752
2252.15,0.078738
2252.25,0.078724
2252.35,0.07871
2252.45,0.078695
2252.55,0.078681
2252.65,0.078667
2252.75,0.078654
2252.85,0.07864
2252.95,0.078625
2253.05,0.078611
2253.15,0.078597
2253.25,0.078583
2253.35,0.078569
2253.45,0.078555
2253.55,0.078541
2253.65,0.078527
2253.75,0.078513
2253.85,0.078499
2253.95,0.078485
2254.05,0.078471
2254.15,0.078456
