Wavelength(nm),Irradiance_Mar_25-29
289.05,0.36409
289.15,0.40133
289.25,0.41325
289.35,0.37917
289.45,0.41772
289.55,0.3936
289.65,0.5595
289.75,0.51263
289.85,0.50089
289.95,0.52093
290.05,0.60845
290.15,0.70289
290.25,0.48639
290.35,0.57875
290.45,0.68013
290.55,0.67822
290.65,0.585
290.75,0.57432
290.85,0.55069
290.95,0.53354
291.05,0.5597
291.15,0.5315
291.25,0.55434
291.35,0.71036
291.45,0.61846
291.55,0.53967
291.65,0.4637
291.75,0.58903
291.85,0.47494
291.95,0.52154
292.05,0.58077
292.15,0.53909
292.25,0.57958
292.35,0.58485
292.45,0.39583
292.55,0.51477
292.65,0.40992
292.75,0.41773
292.85,0.53778
292.95,0.29252
293.05,0.57203
293.15,0.62755
293.25,0.66703
293.35,0.61188
293.45,0.56501
293.55,0.67992
293.65,0.66395
293.75,0.22851
293.85,0.41738
293.95,0.46512
294.05,0.5296
294.15,0.49951
294.25,0.416
294.35,0.65906
294.45,0.54059
294.55,0.47325
294.65,0.64944
294.75,0.641
294.85,0.23543
294.95,0.33045
295.05,0.43065
295.15,0.58965
295.25,0.64501
295.35,0.73151
295.45,0.33353
295.55,0.53771
295.65,0.65502
295.75,0.48568
295.85,0.49654
295.95,0.71085
296.05,0.53727
296.15,0.5414
296.25,0.60112
296.35,0.72532
296.45,0.64453
296.55,0.4174
296.65,0.32719
296.75,0.21248
296.85,0.43896
296.95,0.50274
297.05,0.29803
297.15,0.36146
297.25,0.5579
297.35,0.36196
297.45,0.35818
297.55,0.66869
297.65,0.58283
297.75,0.65973
297.85,0.84629
297.95,0.62395
298.05,0.51506
298.15,0.5034
298.25,0.2879
298.35,0.45163
298.45,0.21878
298.55,0.29546
298.65,0.31223
298.75,0.45602
298.85,0.34346
298.95,0.53153
299.05,0.65866
299.15,0.69396
299.25,0.56148
299.35,0.54018
299.45,0.44345
299.55,0.22936
299.65,0.52799
299.75,0.61158
299.85,0.68357
299.95,0.50202
300.05,0.2667
300.15,0.22416
300.25,0.34432
300.35,0.23887
300.45,0.33127
300.55,0.57824
300.65,0.557
300.75,0.41577
300.85,0.31932
300.95,0.35922
301.05,0.39133
301.15,0.68069
301.25,0.41109
301.35,0.56148
301.45,0.54545
301.55,0.52994
301.65,0.56018
301.75,0.53947
301.85,0.34357
301.95,0.35272
302.05,0.29831
302.15,0.11649
302.25,0.30316
302.35,0.60395
302.45,0.59126
302.55,0.5307
302.65,0.33442
302.75,0.49889
302.85,0.84642
302.95,0.72421
303.05,0.59224
303.15,0.62138
303.25,0.48949
303.35,0.88246
303.45,0.74635
303.55,0.71942
303.65,0.81534
303.75,0.60537
303.85,0.24083
303.95,0.62304
304.05,0.69775
304.15,0.52642
304.25,0.46227
304.35,0.52913
304.45,0.75537
304.55,0.72203
304.65,0.78286
304.75,0.62063
304.85,0.28043
304.95,0.58621
305.05,0.80717
305.15,0.53522
305.25,0.93451
305.35,0.91583
305.45,0.57668
305.55,0.56529
305.65,0.70558
305.75,0.57595
305.85,0.25508
305.95,0.33547
306.05,0.43341
306.15,0.62555
306.25,0.77564
306.35,0.73241
306.45,0.533
306.55,0.49138
306.65,0.67202
306.75,0.39773
306.85,0.4111
306.95,0.63188
307.05,0.7621
307.15,0.72081
307.25,0.67424
307.35,0.58889
307.45,0.74217
307.55,0.66936
307.65,0.40785
307.75,0.78598
307.85,0.6564
307.95,0.56617
308.05,0.79738
308.15,0.68944
308.25,0.48573
308.35,0.56616
308.45,0.52523
308.55,0.89798
308.65,0.81969
308.75,0.63981
308.85,0.53757
308.95,0.65266
309.05,0.58364
309.15,0.5425
309.25,0.42827
309.35,0.31469
309.45,0.39048
309.55,0.6304
309.65,0.66848
309.75,0.33557
309.85,0.49124
309.95,0.60955
310.05,0.51424
310.15,0.52553
310.25,0.54948
310.35,0.56864
310.45,0.58905
310.55,0.60978
310.65,0.62958
310.75,0.64669
310.85,0.66012
310.95,0.67094
311.05,0.67949
311.15,0.68568
311.25,0.68956
311.35,0.69116
311.45,0.69052
311.55,0.68767
311.65,0.68287
311.75,0.67585
311.85,0.66785
311.95,0.65977
312.05,0.65231
312.15,0.6463
312.25,0.64248
312.35,0.64004
312.45,0.63849
312.55,0.63791
312.65,0.63816
312.75,0.63935
312.85,0.64208
312.95,0.64727
313.05,0.65268
313.15,0.65611
313.25,0.65804
313.35,0.65921
313.45,0.6599
313.55,0.66032
313.65,0.66089
313.75,0.66147
313.85,0.66232
313.95,0.66312
314.05,0.66286
314.15,0.6602
314.25,0.6566
314.35,0.65293
314.45,0.64924
314.55,0.64544
314.65,0.64157
314.75,0.63772
314.85,0.63431
314.95,0.63079
315.05,0.62642
315.15,0.6209
315.25,0.615
315.35,0.60924
315.45,0.60362
315.55,0.59802
315.65,0.59272
315.75,0.58873
315.85,0.58736
315.95,0.58802
316.05,0.59053
316.15,0.59493
316.25,0.60144
316.35,0.6109
316.45,0.62182
316.55,0.63325
316.65,0.64461
316.75,0.65576
316.85,0.66607
316.95,0.67572
317.05,0.68488
317.15,0.69324
317.25,0.69998
317.35,0.7041
317.45,0.70616
317.55,0.70626
317.65,0.70441
317.75,0.70056
317.85,0.69393
317.95,0.68601
318.05,0.67773
318.15,0.66981
318.25,0.6627
318.35,0.65758
318.45,0.65386
318.55,0.65128
318.65,0.64977
318.75,0.6496
318.85,0.65132
318.95,0.65435
319.05,0.65791
319.15,0.6614
319.25,0.66613
319.35,0.67356
319.45,0.68289
319.55,0.69309
319.65,0.70351
319.75,0.71332
319.85,0.72123
319.95,0.72702
320.05,0.73127
320.15,0.73403
320.25,0.73548
320.35,0.73562
320.45,0.73463
320.55,0.73316
320.65,0.73267
320.75,0.73202
320.85,0.7298
320.95,0.72432
321.05,0.71764
321.15,0.71067
321.25,0.70395
321.35,0.69762
321.45,0.69256
321.55,0.68821
321.65,0.68431
321.75,0.68067
321.85,0.67725
321.95,0.67407
322.05,0.67092
322.15,0.66755
322.25,0.66315
322.35,0.65869
322.45,0.65475
322.55,0.65176
322.65,0.64943
322.75,0.64793
322.85,0.64711
322.95,0.64674
323.05,0.64623
323.15,0.64631
323.25,0.64738
323.35,0.6498
323.45,0.65321
323.55,0.65762
323.65,0.66292
323.75,0.66903
323.85,0.67568
323.95,0.6831
324.05,0.69146
324.15,0.70101
324.25,0.71113
324.35,0.72129
324.45,0.73137
324.55,0.74163
324.65,0.75216
324.75,0.76289
324.85,0.77376
324.95,0.78453
325.05,0.79551
325.15,0.80686
325.25,0.81871
325.35,0.83096
325.45,0.84393
325.55,0.85723
325.65,0.87016
325.75,0.8817
325.85,0.89217
325.95,0.90173
326.05,0.91042
326.15,0.91811
326.25,0.92468
326.35,0.93002
326.45,0.93431
326.55,0.93763
326.65,0.94001
326.75,0.94145
326.85,0.94199
326.95,0.94163
327.05,0.94029
327.15,0.93769
327.25,0.9343
327.35,0.9303
327.45,0.92578
327.55,0.92135
327.65,0.91763
327.75,0.91505
327.85,0.91327
327.95,0.91223
328.05,0.91196
328.15,0.91256
328.25,0.91406
328.35,0.91652
328.45,0.91995
328.55,0.92434
328.65,0.92975
328.75,0.93624
328.85,0.94453
328.95,0.95345
329.05,0.96243
329.15,0.97066
329.25,0.97848
329.35,0.98578
329.45,0.99246
329.55,0.99831
329.65,1.0032
329.75,1.0068
329.85,1.0092
329.95,1.01
330.05,1.0092
330.15,1.0073
330.25,1.0044
330.35,1.0008
330.45,0.99632
330.55,0.99087
330.65,0.98498
330.75,0.97878
330.85,0.97259
330.95,0.96662
331.05,0.96109
331.15,0.95669
331.25,0.95284
331.35,0.94937
331.45,0.94567
331.55,0.94235
331.65,0.93963
331.75,0.93815
331.85,0.93703
331.95,0.93587
332.05,0.93406
332.15,0.93208
332.25,0.92999
332.35,0.92792
332.45,0.92575
332.55,0.92336
332.65,0.92054
332.75,0.91795
332.85,0.91607
332.95,0.91543
333.05,0.91515
333.15,0.91487
333.25,0.91424
333.35,0.91351
333.45,0.91249
333.55,0.91105
333.65,0.91005
333.75,0.91015
333.85,0.91191
333.95,0.91463
334.05,0.91841
334.15,0.92331
334.25,0.92804
334.35,0.93158
334.45,0.93295
334.55,0.93316
334.65,0.93225
334.75,0.93029
334.85,0.92781
334.95,0.92537
335.05,0.92367
335.15,0.92168
335.25,0.91907
335.35,0.91548
335.45,0.91074
335.55,0.90443
335.65,0.89555
335.75,0.88568
335.85,0.87541
335.95,0.86544
336.05,0.85606
336.15,0.84769
336.25,0.84174
336.35,0.83704
336.45,0.83338
336.55,0.83046
336.65,0.82819
336.75,0.82644
336.85,0.82444
336.95,0.8229
337.05,0.82235
337.15,0.82367
337.25,0.82662
337.35,0.83081
337.45,0.83628
337.55,0.84274
337.65,0.8497
337.75,0.85676
337.85,0.86361
337.95,0.87014
338.05,0.87572
338.15,0.88
338.25,0.88433
338.35,0.88953
338.45,0.89684
338.55,0.90474
338.65,0.91285
338.75,0.92061
338.85,0.92797
338.95,0.93472
339.05,0.93999
339.15,0.94445
339.25,0.9484
339.35,0.9521
339.45,0.95569
339.55,0.95925
339.65,0.96334
339.75,0.96781
339.85,0.97187
339.95,0.97487
340.05,0.97633
340.15,0.97688
340.25,0.97664
340.35,0.97566
340.45,0.97415
340.55,0.97222
340.65,0.97001
340.75,0.96765
340.85,0.96531
340.95,0.96325
341.05,0.96147
341.15,0.95996
341.25,0.95874
341.35,0.95785
341.45,0.95732
341.55,0.95722
341.65,0.95761
341.75,0.95843
341.85,0.95969
341.95,0.96182
342.05,0.96415
342.15,0.96635
342.25,0.96802
342.35,0.96902
342.45,0.96921
342.55,0.96822
342.65,0.9659
342.75,0.96268
342.85,0.9587
342.95,0.95406
343.05,0.94892
343.15,0.94341
343.25,0.93806
343.35,0.93251
343.45,0.92655
343.55,0.91968
343.65,0.91198
343.75,0.9041
343.85,0.89638
343.95,0.88924
344.05,0.88265
344.15,0.8768
344.25,0.87197
344.35,0.86821
344.45,0.86568
344.55,0.86482
344.65,0.86563
344.75,0.86751
344.85,0.87021
344.95,0.87329
345.05,0.87691
345.15,0.88103
345.25,0.88573
345.35,0.89071
345.45,0.89565
345.55,0.90018
345.65,0.90405
345.75,0.90754
345.85,0.91066
345.95,0.91332
346.05,0.91566
346.15,0.91776
346.25,0.91986
346.35,0.92185
346.45,0.92352
346.55,0.92471
346.65,0.92518
346.75,0.92522
346.85,0.92486
346.95,0.92434
347.05,0.92348
347.15,0.92221
347.25,0.92023
347.35,0.91741
347.45,0.91442
347.55,0.9115
347.65,0.90935
347.75,0.90763
347.85,0.90626
347.95,0.90526
348.05,0.90464
348.15,0.9043
348.25,0.90424
348.35,0.90423
348.45,0.90452
348.55,0.90517
348.65,0.90631
348.75,0.90798
348.85,0.91015
348.95,0.91285
349.05,0.9162
349.15,0.92007
349.25,0.92442
349.35,0.92927
349.45,0.93457
349.55,0.94018
349.65,0.94601
349.75,0.95173
349.85,0.95759
349.95,0.96362
350.05,0.97019
350.15,0.97727
350.25,0.984
350.35,0.98999
350.45,0.99414
350.55,0.99702
350.65,0.9988
350.75,0.9993
350.85,0.99831
350.95,0.99662
351.05,0.99444
351.15,0.99246
351.25,0.99054
351.35,0.9886
351.45,0.98677
351.55,0.9852
351.65,0.98366
351.75,0.9821
351.85,0.98033
351.95,0.97841
352.05,0.97649
352.15,0.97466
352.25,0.97243
352.35,0.97069
352.45,0.96981
352.55,0.97049
352.65,0.97316
352.75,0.97711
352.85,0.98224
352.95,0.98872
353.05,0.99613
353.15,1.0042
353.25,1.0124
353.35,1.0203
353.45,1.028
353.55,1.0356
353.65,1.0425
353.75,1.0486
353.85,1.0544
353.95,1.0597
354.05,1.0652
354.15,1.0702
354.25,1.075
354.35,1.0793
354.45,1.0833
354.55,1.0864
354.65,1.0885
354.75,1.0888
354.85,1.0872
354.95,1.0842
355.05,1.0799
355.15,1.0739
355.25,1.0668
355.35,1.0587
355.45,1.0501
355.55,1.0418
355.65,1.0331
355.75,1.0242
355.85,1.0151
355.95,1.0059
356.05,0.99642
356.15,0.98633
356.25,0.97517
356.35,0.96294
356.45,0.95007
356.55,0.93668
356.65,0.92242
356.75,0.90793
356.85,0.89377
356.95,0.88037
357.05,0.86906
357.15,0.85897
357.25,0.85006
357.35,0.84235
357.45,0.83595
357.55,0.83064
357.65,0.82637
357.75,0.82301
357.85,0.82045
357.95,0.81891
358.05,0.81839
358.15,0.81891
358.25,0.82053
358.35,0.8234
358.45,0.82758
358.55,0.83367
358.65,0.84122
358.75,0.84981
358.85,0.85923
358.95,0.86918
359.05,0.87953
359.15,0.89006
359.25,0.90061
359.35,0.91091
359.45,0.9208
359.55,0.93005
359.65,0.93837
359.75,0.9452
359.85,0.95101
359.95,0.95578
360.05,0.95936
360.15,0.96163
360.25,0.96309
360.35,0.96392
360.45,0.96443
360.55,0.9648
360.65,0.96494
360.75,0.9649
360.85,0.96493
360.95,0.96503
361.05,0.96495
361.15,0.9646
361.25,0.96352
361.35,0.96183
361.45,0.96008
361.55,0.95844
361.65,0.95723
361.75,0.95658
361.85,0.95655
361.95,0.95727
362.05,0.95935
362.15,0.96254
362.25,0.96645
362.35,0.97089
362.45,0.97587
362.55,0.9811
362.65,0.98629
362.75,0.99117
362.85,0.99484
362.95,0.99751
363.05,0.99999
363.15,1.0023
363.25,1.0046
363.35,1.0071
363.45,1.01
363.55,1.0134
363.65,1.0178
363.75,1.0232
363.85,1.029
363.95,1.0351
364.05,1.0414
364.15,1.0478
364.25,1.0541
364.35,1.0602
364.45,1.0656
364.55,1.0703
364.65,1.0751
364.75,1.0802
364.85,1.0858
364.95,1.0922
365.05,1.0993
365.15,1.1071
365.25,1.1162
365.35,1.1268
365.45,1.1375
365.55,1.1481
365.65,1.1576
365.75,1.1655
365.85,1.1725
365.95,1.1785
366.05,1.1837
366.15,1.1878
366.25,1.191
366.35,1.1936
366.45,1.1955
366.55,1.1968
366.65,1.1977
366.75,1.1983
366.85,1.1986
366.95,1.1994
367.05,1.1998
367.15,1.2
367.25,1.1998
367.35,1.1987
367.45,1.197
367.55,1.1951
367.65,1.1931
367.75,1.1914
367.85,1.19
367.95,1.1887
368.05,1.1875
368.15,1.1864
368.25,1.1855
368.35,1.1846
368.45,1.1839
368.55,1.1832
368.65,1.1824
368.75,1.1819
368.85,1.1818
368.95,1.1824
369.05,1.1845
369.15,1.1871
369.25,1.1899
369.35,1.1929
369.45,1.196
369.55,1.1989
369.65,1.2012
369.75,1.203
369.85,1.2033
369.95,1.2024
370.05,1.2008
370.15,1.1988
370.25,1.1964
370.35,1.1939
370.45,1.1912
370.55,1.1885
370.65,1.1857
370.75,1.1836
370.85,1.1813
370.95,1.1787
371.05,1.1758
371.15,1.172
371.25,1.1674
371.35,1.1622
371.45,1.1563
371.55,1.1493
371.65,1.1413
371.75,1.1328
371.85,1.1238
371.95,1.1148
372.05,1.1059
372.15,1.0971
372.25,1.0883
372.35,1.0795
372.45,1.0707
372.55,1.0622
372.65,1.0538
372.75,1.0456
372.85,1.0375
372.95,1.0297
373.05,1.0221
373.15,1.0148
373.25,1.0078
373.35,1.0009
373.45,0.99454
373.55,0.98866
373.65,0.98348
373.75,0.97929
373.85,0.97607
373.95,0.97365
374.05,0.97204
374.15,0.97128
374.25,0.9715
374.35,0.97242
374.45,0.974
374.55,0.97613
374.65,0.97829
374.75,0.98085
374.85,0.98409
374.95,0.98811
375.05,0.99325
375.15,0.99979
375.25,1.0071
375.35,1.0153
375.45,1.0243
375.55,1.0339
375.65,1.044
375.75,1.0546
375.85,1.0655
375.95,1.0767
376.05,1.088
376.15,1.0993
376.25,1.1105
376.35,1.1214
376.45,1.1315
376.55,1.1412
376.65,1.1507
376.75,1.16
376.85,1.1695
376.95,1.1795
377.05,1.1892
377.15,1.1986
377.25,1.2072
377.35,1.2145
377.45,1.2209
377.55,1.2264
377.65,1.2311
377.75,1.2349
377.85,1.2378
377.95,1.24
378.05,1.2416
378.15,1.2425
378.25,1.2431
378.35,1.2432
378.45,1.2429
378.55,1.242
378.65,1.2405
378.75,1.2383
378.85,1.2356
378.95,1.2324
379.05,1.2287
379.15,1.2245
379.25,1.22
379.35,1.215
379.45,1.2098
379.55,1.2042
379.65,1.1986
379.75,1.1927
379.85,1.1866
379.95,1.1803
380.05,1.1739
380.15,1.1675
380.25,1.1609
380.35,1.154
380.45,1.1464
380.55,1.1383
380.65,1.1293
380.75,1.1198
380.85,1.1096
380.95,1.0988
381.05,1.0872
381.15,1.075
381.25,1.0622
381.35,1.049
381.45,1.0356
381.55,1.0214
381.65,1.0071
381.75,0.99295
381.85,0.97902
381.95,0.96578
382.05,0.95353
382.15,0.94185
382.25,0.93075
382.35,0.92025
382.45,0.91037
382.55,0.9011
382.65,0.89249
382.75,0.88456
382.85,0.87734
382.95,0.87074
383.05,0.86489
383.15,0.85989
383.25,0.85578
383.35,0.85263
383.45,0.85051
383.55,0.84945
383.65,0.84953
383.75,0.8508
383.85,0.85358
383.95,0.85833
384.05,0.86412
384.15,0.87076
384.25,0.87802
384.35,0.88556
384.45,0.89315
384.55,0.9009
384.65,0.90871
384.75,0.91646
384.85,0.92393
384.95,0.93107
385.05,0.93792
385.15,0.94443
385.25,0.95054
385.35,0.95592
385.45,0.96074
385.55,0.96517
385.65,0.96924
385.75,0.97299
385.85,0.97656
385.95,0.97989
386.05,0.98294
386.15,0.98574
386.25,0.98828
386.35,0.9905
386.45,0.99246
386.55,0.99424
386.65,0.99583
386.75,0.99731
386.85,0.99831
386.95,0.9993
387.05,1.0004
387.15,1.0015
387.25,1.0028
387.35,1.0045
387.45,1.0066
387.55,1.009
387.65,1.0116
387.75,1.0146
387.85,1.0177
387.95,1.0212
388.05,1.0252
388.15,1.0296
388.25,1.0346
388.35,1.0403
388.45,1.0467
388.55,1.0535
388.65,1.0608
388.75,1.0686
388.85,1.077
388.95,1.0858
389.05,1.0947
389.15,1.1039
389.25,1.113
389.35,1.1222
389.45,1.1311
389.55,1.1398
389.65,1.1481
389.75,1.1561
389.85,1.1637
389.95,1.1706
390.05,1.1768
390.15,1.1819
390.25,1.1861
390.35,1.1885
390.45,1.1895
390.55,1.1894
390.65,1.1883
390.75,1.186
390.85,1.1825
390.95,1.1781
391.05,1.1727
391.15,1.1663
391.25,1.159
391.35,1.1507
391.45,1.1416
391.55,1.1318
391.65,1.1213
391.75,1.1102
391.85,1.0983
391.95,1.0859
392.05,1.0733
392.15,1.0605
392.25,1.0478
392.35,1.0353
392.45,1.0232
392.55,1.0116
392.65,1.0005
392.75,0.99018
392.85,0.98074
392.95,0.97256
393.05,0.96536
393.15,0.95917
393.25,0.95401
393.35,0.94995
393.45,0.94773
393.55,0.9465
393.65,0.94615
393.75,0.94654
393.85,0.94756
393.95,0.94879
394.05,0.95036
394.15,0.95235
394.25,0.95473
394.35,0.95746
394.45,0.96042
394.55,0.96363
394.65,0.96712
394.75,0.97093
394.85,0.97505
394.95,0.97955
395.05,0.98456
395.15,0.98981
395.25,0.99523
395.35,1.0007
395.45,1.0062
395.55,1.0113
395.65,1.0163
395.75,1.0214
395.85,1.0264
395.95,1.0315
396.05,1.0366
396.15,1.0415
396.25,1.0467
396.35,1.0521
396.45,1.0579
396.55,1.0639
396.65,1.07
396.75,1.0769
396.85,1.0845
396.95,1.093
397.05,1.1027
397.15,1.1147
397.25,1.128
397.35,1.1423
397.45,1.1575
397.55,1.1736
397.65,1.1903
397.75,1.2075
397.85,1.2251
397.95,1.2432
398.05,1.2618
398.15,1.2806
398.25,1.2994
398.35,1.3185
398.45,1.3377
398.55,1.3569
398.65,1.3762
398.75,1.3954
398.85,1.4147
398.95,1.4338
399.05,1.4527
399.15,1.4714
399.25,1.4899
399.35,1.5082
399.45,1.526
399.55,1.5435
399.65,1.5603
399.75,1.5764
399.85,1.5915
399.95,1.6058
400.05,1.6192
400.15,1.6316
400.25,1.6431
400.35,1.6534
400.45,1.662
400.55,1.6696
400.65,1.6766
400.75,1.6827
400.85,1.6884
400.95,1.6939
401.05,1.6992
401.15,1.704
401.25,1.7084
401.35,1.7122
401.45,1.7157
401.55,1.7183
401.65,1.7204
401.75,1.7221
401.85,1.7235
401.95,1.7246
402.05,1.7256
402.15,1.7265
402.25,1.7272
402.35,1.7276
402.45,1.7277
402.55,1.7276
402.65,1.7272
402.75,1.7265
402.85,1.7255
402.95,1.7243
403.05,1.7229
403.15,1.7212
403.25,1.7193
403.35,1.7172
403.45,1.7149
403.55,1.7125
403.65,1.7101
403.75,1.7077
403.85,1.7054
403.95,1.7031
404.05,1.7006
404.15,1.6982
404.25,1.6955
404.35,1.6923
404.45,1.689
404.55,1.6858
404.65,1.6824
404.75,1.6791
404.85,1.6761
404.95,1.6735
405.05,1.671
405.15,1.6687
405.25,1.6667
405.35,1.6649
405.45,1.6631
405.55,1.6615
405.65,1.6601
405.75,1.659
405.85,1.6582
405.95,1.6576
406.05,1.6577
406.15,1.6583
406.25,1.6591
406.35,1.6601
406.45,1.6612
406.55,1.6623
406.65,1.663
406.75,1.6637
406.85,1.6643
406.95,1.6649
407.05,1.6656
407.15,1.6662
407.25,1.6667
407.35,1.6672
407.45,1.6679
407.55,1.6686
407.65,1.6695
407.75,1.6706
407.85,1.672
407.95,1.6736
408.05,1.6753
408.15,1.6771
408.25,1.6789
408.35,1.6809
408.45,1.6831
408.55,1.6853
408.65,1.6875
408.75,1.6896
408.85,1.6917
408.95,1.6937
409.05,1.6956
409.15,1.6974
409.25,1.699
409.35,1.7004
409.45,1.7018
409.55,1.7029
409.65,1.7037
409.75,1.7044
409.85,1.705
409.95,1.7058
410.05,1.7066
410.15,1.7076
410.25,1.709
410.35,1.7104
410.45,1.7122
410.55,1.7142
410.65,1.7165
410.75,1.7194
410.85,1.7228
410.95,1.7265
411.05,1.7302
411.15,1.7339
411.25,1.7375
411.35,1.7408
411.45,1.7434
411.55,1.746
411.65,1.7483
411.75,1.7505
411.85,1.7525
411.95,1.7542
412.05,1.7557
412.15,1.7571
412.25,1.7584
412.35,1.7597
412.45,1.7609
412.55,1.7621
412.65,1.7634
412.75,1.7646
412.85,1.766
412.95,1.7674
413.05,1.7689
413.15,1.7706
413.25,1.7728
413.35,1.7749
413.45,1.7769
413.55,1.7789
413.65,1.7806
413.75,1.7821
413.85,1.7829
413.95,1.7834
414.05,1.7836
414.15,1.7836
414.25,1.7833
414.35,1.7829
414.45,1.7821
414.55,1.7812
414.65,1.7802
414.75,1.7791
414.85,1.7779
414.95,1.7767
415.05,1.7756
415.15,1.7747
415.25,1.7737
415.35,1.7728
415.45,1.7718
415.55,1.771
415.65,1.7703
415.75,1.7697
415.85,1.7691
415.95,1.7686
416.05,1.7679
416.15,1.7673
416.25,1.7665
416.35,1.7655
416.45,1.7644
416.55,1.7633
416.65,1.762
416.75,1.7605
416.85,1.7588
416.95,1.7566
417.05,1.7543
417.15,1.752
417.25,1.7497
417.35,1.7474
417.45,1.7453
417.55,1.7437
417.65,1.7426
417.75,1.7416
417.85,1.7407
417.95,1.74
418.05,1.7395
418.15,1.7391
418.25,1.7388
418.35,1.7387
418.45,1.7386
418.55,1.7386
418.65,1.7386
418.75,1.7386
418.85,1.7385
418.95,1.7384
419.05,1.7383
419.15,1.7381
419.25,1.7379
419.35,1.7377
419.45,1.7373
419.55,1.7368
419.65,1.7363
419.75,1.7358
419.85,1.7353
419.95,1.7349
420.05,1.7347
420.15,1.7347
420.25,1.7348
420.35,1.735
420.45,1.7353
420.55,1.7356
420.65,1.7361
420.75,1.7368
420.85,1.7376
420.95,1.7384
421.05,1.7392
421.15,1.7398
421.25,1.7403
421.35,1.7404
421.45,1.7399
421.55,1.7392
421.65,1.7383
421.75,1.7372
421.85,1.736
421.95,1.7347
422.05,1.7332
422.15,1.7317
422.25,1.7301
422.35,1.7285
422.45,1.7269
422.55,1.7253
422.65,1.7238
422.75,1.7225
422.85,1.7213
422.95,1.7202
423.05,1.7191
423.15,1.7181
423.25,1.7171
423.35,1.7162
423.45,1.7154
423.55,1.7145
423.65,1.7137
423.75,1.7128
423.85,1.7119
423.95,1.7108
424.05,1.7095
424.15,1.708
424.25,1.7064
424.35,1.7047
424.45,1.7029
424.55,1.7011
424.65,1.6993
424.75,1.6977
424.85,1.696
424.95,1.6942
425.05,1.6925
425.15,1.6907
425.25,1.6889
425.35,1.6873
425.45,1.6857
425.55,1.684
425.65,1.6823
425.75,1.6805
425.85,1.6785
425.95,1.6766
426.05,1.6745
426.15,1.6723
426.25,1.6698
426.35,1.667
426.45,1.6641
426.55,1.6607
426.65,1.6569
426.75,1.6522
426.85,1.6471
426.95,1.6417
427.05,1.6359
427.15,1.6301
427.25,1.6239
427.35,1.6176
427.45,1.6112
427.55,1.6046
427.65,1.5981
427.75,1.5916
427.85,1.5853
427.95,1.5792
428.05,1.5735
428.15,1.5686
428.25,1.5638
428.35,1.5591
428.45,1.5547
428.55,1.5503
428.65,1.5461
428.75,1.5415
428.85,1.5368
428.95,1.5323
429.05,1.5279
429.15,1.5237
429.25,1.5198
429.35,1.5161
429.45,1.5131
429.55,1.5106
429.65,1.5083
429.75,1.5064
429.85,1.5048
429.95,1.5036
430.05,1.5025
430.15,1.5014
430.25,1.5005
430.35,1.4999
430.45,1.4998
430.55,1.5003
430.65,1.5013
430.75,1.5029
430.85,1.5059
430.95,1.5099
431.05,1.5144
431.15,1.5193
431.25,1.5247
431.35,1.5304
431.45,1.5364
431.55,1.5422
431.65,1.5481
431.75,1.5543
431.85,1.5605
431.95,1.5669
432.05,1.5733
432.15,1.5798
432.25,1.5863
432.35,1.5926
432.45,1.5991
432.55,1.6056
432.65,1.6122
432.75,1.6187
432.85,1.6252
432.95,1.6318
433.05,1.6384
433.15,1.645
433.25,1.6516
433.35,1.6581
433.45,1.6647
433.55,1.671
433.65,1.6774
433.75,1.6836
433.85,1.6896
433.95,1.6956
434.05,1.7013
434.15,1.707
434.25,1.7123
434.35,1.7175
434.45,1.7223
434.55,1.7269
434.65,1.7313
434.75,1.7353
434.85,1.7391
434.95,1.7427
435.05,1.7458
435.15,1.7485
435.25,1.7509
435.35,1.7531
435.45,1.755
435.55,1.7568
435.65,1.7584
435.75,1.7599
435.85,1.7616
435.95,1.7632
436.05,1.7646
436.15,1.7659
436.25,1.7671
436.35,1.7681
436.45,1.7689
436.55,1.7694
436.65,1.7696
436.75,1.7697
436.85,1.7696
436.95,1.7695
437.05,1.7693
437.15,1.769
437.25,1.7687
437.35,1.7684
437.45,1.7681
437.55,1.7678
437.65,1.7676
437.75,1.7675
437.85,1.7674
437.95,1.7675
438.05,1.7678
438.15,1.7683
438.25,1.7689
438.35,1.7697
438.45,1.7706
438.55,1.7716
438.65,1.7727
438.75,1.774
438.85,1.7754
438.95,1.7769
439.05,1.7786
439.15,1.7804
439.25,1.7823
439.35,1.7843
439.45,1.7864
439.55,1.7886
439.65,1.7909
439.75,1.7934
439.85,1.7959
439.95,1.7985
440.05,1.8013
440.15,1.8042
440.25,1.8071
440.35,1.8101
440.45,1.8133
440.55,1.8166
440.65,1.8199
440.75,1.8234
440.85,1.8271
440.95,1.8309
441.05,1.8351
441.15,1.8394
441.25,1.8436
441.35,1.8479
441.45,1.8521
441.55,1.8564
441.65,1.8606
441.75,1.8643
441.85,1.8679
441.95,1.8714
442.05,1.8747
442.15,1.878
442.25,1.8812
442.35,1.8841
442.45,1.887
442.55,1.8897
442.65,1.8923
442.75,1.8947
442.85,1.8971
442.95,1.8993
443.05,1.9015
443.15,1.9036
443.25,1.9055
443.35,1.9074
443.45,1.9092
443.55,1.911
443.65,1.9127
443.75,1.9144
443.85,1.916
443.95,1.9174
444.05,1.9191
444.15,1.9206
444.25,1.9222
444.35,1.9237
444.45,1.9251
444.55,1.9265
444.65,1.9277
444.75,1.9289
444.85,1.9299
444.95,1.9308
445.05,1.9317
