wavelength_nm,intensity
90.04337029586168,6.713619e-16
90.13364122293558,9.073226e-16
90.22400030326352,9.623664e-16
90.31444997177721,9.861961e-16
90.404990308475,1.0091368e-15
90.49562142335478,1.0325937e-15
90.58634338641505,1.0565421e-15
90.67715629765387,1.0810011e-15
90.76806025706921,1.1060509e-15
90.85905534465948,1.131639e-15
90.95014165042286,1.1577324e-15
91.04131927435738,1.1838505e-15
91.13258830646119,1.2076885e-15
91.22394882673272,1.2295829e-15
91.31540094516978,1.2573684e-15
91.40694474177074,1.3823717e-15
91.49858030653382,3.1851132e-15
91.59030773945697,1.4289544e-14
91.68212713053846,3.8863918e-14
91.77403856977644,6.501576e-14
91.86604215716892,8.8619284e-14
91.95813797271428,1.152236e-13
92.05032610641074,1.348452e-13
92.1426066682561,1.6599432e-13
92.23497973824874,1.852162e-13
92.32744541638665,1.9893699e-13
92.42000378266826,3.0669038e-13
92.51265494709135,3.0822252e-13
92.6053989896543,2.2590019e-13
92.69823601035515,3.3577896e-13
92.79116609919204,5.356805e-13
92.88418935616303,5.5136906e-13
92.97730586126647,3.724951e-13
93.07051572450018,2.4118018e-13
93.16381902586255,3.8454244e-13
93.25721585535179,6.555795e-13
93.35070632296566,8.4851326e-13
93.44429051870242,8.9605103e-13
93.53796853256021,7.882463e-13
93.63174045453725,5.5841415e-13
93.72560638463155,3.1786534e-13
93.81956641284127,3.1582248e-13
93.91362063916445,5.9548644e-13
94.00776915359926,9.119853e-13
94.10201204614391,1.1352058e-12
94.19634942679619,1.2747161e-12
94.29078137555452,1.3563861e-12
94.38530799241686,1.3754426e-12
94.47992937738123,1.2380221e-12
94.57464561044603,1.0723659e-12
94.66945680160903,9.957368e-13
94.76436305086827,8.6271387e-13
94.85936442822232,5.7981723e-13
94.9544610536688,3.4445282e-13
95.04965301720586,5.058714e-13
95.14494039883195,9.285407e-13
95.24032331854463,1.2843148e-12
95.3358018463425,1.529634e-12
95.4313761022232,1.7276141e-12
95.52704616618509,1.830596e-12
95.62281214822598,2.004291e-12
95.71867412834425,2.298854e-12
95.81463220653792,2.4006986e-12
95.91068648280496,2.4099301e-12
96.00683706714321,2.3792901e-12
96.10308402955123,2.4135273e-12
96.19942748002683,2.466183e-12
96.295867518568,2.4310736e-12
96.39240424517274,2.2947547e-12
96.48903773983946,2.248067e-12
96.58576811256594,2.3870198e-12
96.6825954533504,2.428799e-12
96.77951987219062,2.3038867e-12
96.876541449085,2.1059424e-12
96.97366029403133,1.7579367e-12
97.07087650702762,1.2438828e-12
97.16819016807227,6.8248445e-13
97.26560139716287,4.688902e-13
97.36311027429781,8.714401e-13
97.4607169094749,1.5146632e-12
97.55842139269234,2.0812707e-12
97.6562238239481,2.515358e-12
97.7541243032402,2.7544436e-12
97.85212292056684,2.8643574e-12
97.95021978592582,2.9621936e-12
98.04841499931511,3.08021e-12
98.14670865073295,3.2391383e-12
98.2451008401773,3.4295104e-12
98.34359166764617,3.5279262e-12
98.44218123313756,3.5203344e-12
98.54086963664946,3.6384337e-12
98.63965696818008,3.7960923e-12
98.73854334772702,3.6083705e-12
98.83752884528884,3.2512576e-12
98.93661359086299,2.9975848e-12
99.03579765444803,3.0005662e-12
99.13508115604158,3.374933e-12
99.2344641956416,3.662534e-12
99.33394686324634,3.819171e-12
99.43352925885377,3.718933e-12
99.53321148246188,3.8252717e-12
99.63299364406848,4.083196e-12
99.73287584367156,4.1506104e-12
99.83285816126951,4.2555686e-12
99.93294071685996,4.419273e-12
100.03312361044087,4.4533665e-12
100.13340693201046,4.3445434e-12
100.23379079156652,4.324667e-12
100.33427527910725,4.6698817e-12
100.43486051463023,4.854263e-12
100.53554657813388,4.7981398e-12
100.63633357961598,4.7170605e-12
100.73722161907453,4.7461297e-12
100.83821080650735,4.861965e-12
100.93930123191261,4.9181436e-12
101.04049299528833,5.0490796e-12
101.14178620663229,5.100068e-12
101.24318096594247,5.122291e-12
101.34467737321691,5.1952266e-12
101.44627552845358,5.161105e-12
101.54797554165029,5.1576543e-12
101.64977750280524,5.2391477e-12
101.7516815219162,5.11492e-12
101.85368769898119,4.7838673e-12
101.955796143998,4.414359e-12
102.05800694696484,4.0054297e-12
102.16032021787949,3.5368154e-12
102.26273605673994,2.8720045e-12
102.36525457354404,2.0362258e-12
102.46787585828993,1.1658264e-12
102.57060002097539,7.41799e-13
102.67342717159829,1.36191e-12
102.77635740015678,2.5736234e-12
102.87939081664868,3.7625233e-12
102.98252753107177,4.629273e-12
103.08576763342424,5.1620713e-12
103.1891112337039,5.712759e-12
103.29255844190854,6.2183375e-12
103.39610934803639,6.5572305e-12
103.49976407208501,6.6817615e-12
103.60352270405261,6.3822073e-12
103.70738535393696,6.456661e-12
103.8113521317359,7.168237e-12
103.91542313744739,7.646955e-12
104.01959846106968,7.8480104e-12
104.12387823260012,7.995593e-12
104.22826254203692,8.014448e-12
104.33275149937788,7.92655e-12
104.43734520462098,7.98491e-12
104.54204376776404,8.229665e-12
104.64684728880506,8.52033e-12
104.751755867742,8.405544e-12
104.85676962457254,8.253876e-12
104.96188865929454,8.7165275e-12
105.06711308190594,9.0354885e-12
105.17244298240487,9.149695e-12
